B1,B4-6,D1,E11a,A1,opinionated,A3
8,3,6,1,4,1,positive
7,12,22,4,1,1,not positive
7,4,12,1,5,1,very positive
7,11,6,1,4,0,positive
8,13,14,1,4,0,positive
8,13,15,2,4,1,not positive
8,5,12,1,4,0,positive
7,5,8,1,4,1,very positive
6,4,16,2,4,0,positive
7,6,12,1,5,1,very positive
6,10,11,2,5,0,positive
8,7,6,1,1,0,very positive
8,4,7,1,4,1,positive
6,9,9,2,4,0,positive
7,4,12,2,2,0,not positive
6,12,21,1,1,1,not positive
8,5,12,3,2,1,positive
6,4,7,1,4,0,very positive
8,4,8,1,4,1,very positive
8,10,14,2,4,0,positive
7,3,6,1,5,1,very positive
7,4,9,2,4,0,positive
8,12,7,2,4,1,very positive
8,6,6,2,2,0,positive
8,5,9,1,4,0,positive
7,7,11,1,1,1,very positive
7,5,17,1,2,1,not positive
8,4,10,1,4,0,very positive
7,12,6,1,4,0,very positive
8,4,7,2,4,0,very positive
7,10,6,1,4,1,very positive
8,11,6,2,2,1,very positive
7,13,12,2,4,0,positive
8,10,6,2,5,0,very positive
7,4,27,2,2,1,not positive
8,12,30,2,2,0,not positive
6,4,23,2,2,0,not positive
8,10,8,2,4,0,positive
8,6,11,1,1,0,not positive
6,12,12,2,2,0,not positive
6,10,15,2,4,0,positive
7,4,9,1,5,0,very positive
7,4,14,1,2,1,not positive
7,12,14,2,2,0,not positive
6,12,27,2,4,0,not positive
6,12,19,2,4,0,not positive
8,4,12,2,3,0,positive
7,5,17,1,2,1,not positive
8,4,7,2,4,0,positive
7,4,13,1,2,0,very positive
7,4,14,2,4,0,very positive
7,4,14,2,4,1,not positive
8,12,8,2,2,0,not positive
7,4,18,3,4,0,not positive
6,7,9,1,4,1,positive
7,4,12,3,4,0,positive
8,4,8,2,4,0,positive
8,5,6,1,4,0,very positive
7,5,11,2,5,0,very positive
7,12,7,1,4,0,very positive
6,12,24,4,1,1,not positive
7,4,8,1,4,0,positive
7,11,10,1,2,1,positive
7,12,15,1,2,0,positive
7,13,12,2,1,1,not positive
5,11,21,2,2,0,not positive
7,13,14,2,5,0,positive
6,4,9,2,2,0,positive
7,5,8,1,4,1,very positive
7,5,10,1,2,1,positive
7,12,10,1,5,0,positive
8,6,15,3,4,0,not positive
7,4,10,4,1,1,not positive
7,4,16,2,4,0,positive
7,12,11,1,2,1,not positive
7,8,6,1,5,1,very positive
8,10,6,2,4,0,not positive
7,11,6,1,4,1,not positive
7,4,7,3,4,0,not positive
7,6,18,2,4,0,positive
6,12,24,2,4,1,not positive
7,11,22,2,4,0,not positive
6,11,11,2,4,0,very positive
8,8,13,2,2,0,not positive
8,8,7,2,4,1,not positive
8,3,7,1,1,0,positive
7,4,21,2,2,0,not positive
6,11,10,1,4,1,positive
8,4,9,2,4,0,positive
8,3,8,2,4,0,very positive
6,12,15,1,4,0,not positive
7,4,9,1,4,0,very positive
8,5,8,2,5,0,very positive
7,12,7,3,4,0,very positive
5,4,8,2,2,0,positive
7,4,10,2,4,0,positive
7,5,16,2,4,0,not positive
8,4,8,2,4,1,very positive
7,3,16,4,4,1,not positive
7,5,8,1,4,1,positive
7,12,10,2,2,0,positive
7,6,16,2,4,1,positive
8,4,6,2,5,0,very positive
7,12,15,2,4,0,very positive
7,4,12,3,5,0,not positive
8,6,8,2,4,0,very positive
6,9,12,2,4,0,positive
8,5,6,1,4,0,very positive
7,13,9,4,2,1,not positive
6,12,16,1,4,1,very positive
6,5,7,1,4,1,positive
7,11,7,1,4,0,positive
6,10,12,1,4,1,positive
8,7,7,2,4,1,very positive
8,12,6,2,2,0,not positive
7,4,17,2,2,0,not positive
8,4,9,2,4,1,very positive
7,4,7,1,2,0,positive
5,8,13,3,2,0,not positive
8,12,15,2,4,1,positive
8,4,9,1,4,1,positive
8,3,12,2,1,1,not positive
7,10,15,2,5,1,very positive
6,6,8,1,4,0,positive
7,5,7,1,4,0,very positive
7,7,24,2,2,1,not positive
7,4,8,1,5,1,very positive
8,3,6,1,4,1,very positive
7,12,10,2,4,0,very positive
6,11,18,2,4,0,not positive
7,13,15,1,2,0,positive
8,12,7,1,4,0,very positive
6,10,8,2,2,1,positive
7,4,15,2,4,0,very positive
6,10,10,1,4,0,positive
8,4,6,3,5,1,positive
7,4,12,1,4,0,very positive
8,4,8,1,2,0,not positive
7,11,9,2,4,0,not positive
6,4,8,1,4,0,positive
8,12,6,2,4,1,very positive
6,12,14,2,5,1,very positive
7,9,14,3,2,1,not positive
8,4,13,3,4,1,not positive
8,4,6,1,4,1,very positive
6,12,16,1,4,0,positive
7,6,28,4,4,0,not positive
7,12,11,2,4,1,positive
6,13,13,3,4,0,positive
7,4,16,2,4,0,not positive
7,13,10,1,4,1,positive
7,10,6,2,4,0,very positive
7,5,8,2,4,1,positive
6,4,6,3,2,1,positive
7,12,7,2,2,0,not positive
7,5,12,2,4,0,positive
5,13,14,3,4,1,not positive
6,5,9,1,4,0,very positive
6,3,12,1,1,0,very positive
7,11,21,3,4,1,positive
7,8,12,2,2,0,positive
7,4,13,1,4,1,positive
7,4,10,2,2,1,positive
8,5,6,1,4,0,very positive
7,8,6,1,2,0,positive
7,12,12,2,2,0,positive
7,12,8,2,2,1,not positive
7,4,14,2,4,0,positive
7,4,9,2,4,0,positive
7,6,14,1,4,0,very positive
7,5,13,3,4,0,very positive
7,12,13,3,2,0,not positive
4,13,11,2,2,0,positive
6,4,10,1,2,0,positive
6,12,11,4,4,1,positive
7,6,18,1,4,1,very positive
8,3,9,1,2,0,positive
7,10,18,2,4,0,positive
7,4,10,3,5,1,positive
7,4,13,2,4,0,positive
6,5,16,2,4,0,positive
7,6,9,1,4,1,positive
8,4,8,2,4,0,positive
7,11,11,2,5,0,very positive
7,4,13,1,2,1,positive
7,12,21,4,2,0,not positive
7,9,13,3,4,0,very positive
7,6,6,2,4,0,positive
7,7,10,1,5,0,positive
7,3,11,2,1,1,positive
7,12,6,2,4,1,positive
8,5,7,2,4,0,very positive
6,8,17,1,4,0,positive
5,4,11,2,4,0,very positive
7,13,25,2,4,0,not positive
7,7,6,2,4,1,not positive
7,7,7,2,4,0,very positive
8,5,9,4,4,1,very positive
7,4,18,2,2,0,not positive
8,3,8,1,2,0,not positive
8,4,7,3,5,0,very positive
7,12,14,2,2,0,positive
8,4,6,2,4,0,very positive
7,7,7,1,4,1,very positive
7,4,6,1,4,1,very positive
7,5,10,2,4,0,positive
7,8,6,2,4,0,very positive
6,4,18,2,4,0,not positive
7,4,16,1,4,0,positive
8,4,11,3,2,0,not positive
7,9,12,1,2,1,very positive
6,6,10,2,4,1,very positive
7,11,8,1,4,0,positive
6,12,11,2,2,1,positive
6,9,11,1,2,0,positive
8,4,11,1,4,1,not positive
7,4,7,1,4,0,very positive
7,13,10,1,4,0,positive
7,7,10,2,5,1,positive
8,4,9,2,4,0,positive
7,7,14,2,4,0,positive
7,4,15,3,2,1,not positive
7,5,18,2,4,0,positive
8,13,7,3,5,0,very positive
6,12,18,2,2,0,positive
7,13,17,1,2,1,positive
7,5,12,2,4,0,very positive
7,10,10,1,4,1,very positive
7,4,8,2,4,1,positive
7,11,6,2,4,1,positive
7,4,11,1,4,0,positive
7,5,7,3,4,0,very positive
6,5,12,2,2,0,not positive
8,3,6,1,4,0,positive
7,12,21,4,2,0,not positive
8,3,6,2,2,1,very positive
6,12,8,2,2,0,positive
6,12,16,2,4,0,positive
7,13,8,2,4,0,very positive
6,4,6,2,5,1,positive
7,11,13,2,4,0,positive
7,4,7,2,2,0,very positive
8,13,11,2,4,0,not positive
6,4,21,3,1,0,not positive
7,7,6,2,4,0,positive
7,12,13,1,4,1,very positive
7,11,21,2,4,0,not positive
7,4,8,2,4,1,positive
7,12,17,2,2,0,not positive
8,5,8,1,4,1,very positive
7,9,14,2,4,0,very positive
6,12,11,3,4,0,positive
6,13,17,2,3,0,not positive
7,12,10,2,4,0,positive
7,9,10,2,2,0,positive
8,3,6,1,5,1,very positive
7,12,12,3,2,1,positive
7,4,17,3,2,0,not positive
8,12,10,2,4,1,very positive
8,3,6,2,4,1,very positive
7,13,17,1,2,1,not positive
7,4,12,1,4,1,not positive
6,12,8,1,4,1,positive
6,9,10,1,4,0,very positive
8,3,16,1,1,0,positive
7,4,6,3,4,0,not positive
7,4,8,1,2,0,very positive
7,5,7,2,4,0,not positive
7,4,10,2,4,0,positive
7,12,10,1,4,0,positive
8,8,7,1,4,1,positive
8,11,8,2,4,0,very positive
6,10,15,2,4,0,positive
7,4,7,1,4,0,positive
7,14,16,2,4,0,very positive
6,3,28,2,2,1,not positive
8,4,9,1,4,0,very positive
8,4,6,2,4,0,very positive
7,4,12,2,4,0,positive
8,10,20,3,4,0,not positive
8,4,11,2,4,0,positive
7,12,10,1,4,1,very positive
8,7,24,2,4,0,positive
7,12,11,2,4,1,not positive
7,3,6,4,5,0,very positive
7,4,10,1,2,1,very positive
6,5,18,1,4,1,positive
7,4,11,2,4,1,positive
7,4,7,1,5,1,very positive
7,5,12,2,4,1,positive
6,4,10,2,4,1,positive
7,5,7,1,2,0,not positive
6,5,12,2,4,0,positive
8,3,6,1,5,1,very positive
8,4,8,2,1,1,not positive
7,5,11,1,2,1,positive
7,13,8,1,4,0,positive
8,12,9,1,2,1,positive
7,4,6,1,1,0,very positive
8,12,14,2,5,1,not positive
8,4,13,1,2,1,very positive
7,6,18,3,4,0,not positive
7,11,11,2,2,0,positive
7,12,14,2,4,0,positive
7,10,9,2,5,1,very positive
7,13,24,3,1,0,not positive
6,12,17,2,4,1,very positive
8,12,10,2,2,0,not positive
7,9,11,2,4,0,positive
6,12,10,1,4,0,positive
7,11,13,3,4,0,very positive
8,12,7,2,4,0,very positive
7,12,8,3,1,0,not positive
7,11,9,1,1,1,positive
7,3,6,1,4,1,very positive
7,12,13,1,4,0,not positive
7,12,8,2,4,0,positive
8,4,16,1,4,0,not positive
8,13,6,2,5,0,very positive
7,12,7,1,4,0,not positive
7,4,14,2,4,1,positive
7,13,16,3,4,0,positive
7,12,11,1,4,1,not positive
7,10,8,2,4,1,very positive
7,3,6,1,5,1,very positive
8,5,6,2,4,1,very positive
8,10,6,1,2,0,positive
